time,gFx,gFy,gFz,TgF
22:51:55:809,0.9098,0.1033,0.1887,0.944
22:51:55:811,0.9433,0.1004,0.1764,0.973
22:51:55:813,0.9792,0.0960,0.1681,1.006
22:51:55:815,1.0056,0.0931,0.1630,1.030
22:51:55:817,1.0185,0.0926,0.1584,1.042
22:51:55:819,1.0517,0.0923,0.1449,1.072
22:51:55:822,1.0950,0.0931,0.1266,1.112
22:51:55:824,1.1429,0.0938,0.1061,1.157
22:51:55:828,1.1900,0.0943,0.0868,1.202
22:51:55:829,1.2340,0.0950,0.0668,1.244
22:51:55:830,1.2789,0.0938,0.0421,1.287
22:51:55:831,1.3134,0.0926,0.0257,1.320
22:51:55:833,1.3400,0.0919,0.0132,1.346
22:51:55:835,1.3652,0.0899,0.0001,1.371
22:51:55:837,1.3869,0.0860,-0.0122,1.392
22:51:55:840,1.4028,0.0811,-0.0214,1.407
22:51:55:842,1.4114,0.0752,-0.0273,1.415
22:51:55:843,1.4104,0.0679,-0.0268,1.414
22:51:55:845,1.3991,0.0599,-0.0212,1.402
22:51:55:847,1.3801,0.0520,-0.0124,1.382
22:51:55:849,1.3552,0.0432,-0.0002,1.357
22:51:55:851,1.3261,0.0349,0.0132,1.327
22:51:55:853,1.2951,0.0281,0.0242,1.296
22:51:55:855,1.2626,0.0215,0.0330,1.264
22:51:55:858,1.2293,0.0154,0.0391,1.231
22:51:55:859,1.1949,0.0095,0.0426,1.196
22:51:55:861,1.1587,0.0046,0.0433,1.160
22:51:55:863,1.1209,0.0005,0.0433,1.122
22:51:55:865,1.0828,-0.0029,0.0418,1.084
22:51:55:868,1.0478,-0.0049,0.0394,1.049
22:51:55:869,1.0153,-0.0051,0.0362,1.016
22:51:55:875,0.9831,-0.0059,0.0318,0.984
22:51:55:877,0.9533,-0.0064,0.0281,0.954
22:51:55:878,0.9264,-0.0064,0.0247,0.927
22:51:55:879,0.9017,-0.0061,0.0206,0.902
22:51:55:880,0.8785,-0.0054,0.0159,0.879
22:51:55:881,0.8585,-0.0039,0.0118,0.858
22:51:55:883,0.8404,-0.0012,0.0086,0.840
22:51:55:885,0.8250,0.0020,0.0057,0.825
22:51:55:887,0.8123,0.0049,0.0025,0.813
22:51:55:891,0.8016,0.0083,0.0003,0.802
22:51:55:892,0.7918,0.0127,-0.0019,0.793
22:51:55:893,0.7828,0.0181,-0.0046,0.784
22:51:55:895,0.7749,0.0237,-0.0087,0.777
22:51:55:897,0.7671,0.0308,-0.0129,0.770
22:51:55:899,0.7595,0.0374,-0.0166,0.763
22:51:55:901,0.7517,0.0432,-0.0214,0.756
22:51:55:903,0.7444,0.0503,-0.0261,0.749
22:51:55:905,0.7380,0.0567,-0.0310,0.744
22:51:55:907,0.7305,0.0628,-0.0368,0.738
22:51:55:909,0.7217,0.0684,-0.0432,0.730
22:51:55:913,0.7134,0.0733,-0.0488,0.723
22:51:55:914,0.7068,0.0787,-0.0530,0.717
22:51:55:915,0.7007,0.0838,-0.0581,0.713
22:51:55:917,0.6960,0.0882,-0.0642,0.709
22:51:55:919,0.6929,0.0928,-0.0720,0.708
22:51:55:921,0.6909,0.0977,-0.0803,0.707
22:51:55:923,0.6887,0.1026,-0.0884,0.707
22:51:55:925,0.6877,0.1063,-0.0945,0.707
22:51:55:927,0.6882,0.1097,-0.1013,0.709
22:51:55:929,0.6914,0.1138,-0.1077,0.714
22:51:55:931,0.6968,0.1178,-0.1143,0.721
22:51:55:933,0.7048,0.1212,-0.1204,0.731
22:51:55:934,0.7141,0.1251,-0.1248,0.741
22:51:55:937,0.7239,0.1287,-0.1294,0.752
22:51:55:939,0.7332,0.1314,-0.1338,0.762
22:51:55:942,0.7407,0.1336,-0.1360,0.770
22:51:55:943,0.7478,0.1351,-0.1353,0.777
22:51:55:945,0.7554,0.1361,-0.1341,0.785
22:51:55:946,0.7635,0.1388,-0.1314,0.793
22:51:55:949,0.7701,0.1407,-0.1267,0.799
22:51:55:950,0.7742,0.1407,-0.1214,0.802
22:51:55:953,0.7781,0.1395,-0.1162,0.805
22:51:55:959,0.7823,0.1388,-0.1128,0.808
22:51:55:960,0.7872,0.1373,-0.1089,0.812
22:51:55:962,0.7930,0.1358,-0.1050,0.817
22:51:55:963,0.7981,0.1351,-0.0999,0.821
22:51:55:964,0.8038,0.1336,-0.0942,0.826
22:51:55:965,0.8096,0.1312,-0.0872,0.831
22:51:55:966,0.8148,0.1290,-0.0798,0.835
22:51:55:969,0.8204,0.1268,-0.0737,0.839
22:51:55:971,0.8265,0.1236,-0.0686,0.844
22:51:55:977,0.8324,0.1195,-0.0632,0.849
22:51:55:978,0.8365,0.1160,-0.0578,0.852
22:51:55:979,0.8394,0.1126,-0.0525,0.854
22:51:55:980,0.8424,0.1087,-0.0471,0.856
22:51:55:981,0.8463,0.1043,-0.0429,0.859
22:51:55:983,0.8485,0.1002,-0.0378,0.860
22:51:55:984,0.8499,0.0945,-0.0339,0.860
22:51:55:986,0.8524,0.0887,-0.0344,0.862
22:51:55:990,0.8553,0.0831,-0.0366,0.864
22:51:55:991,0.8575,0.0784,-0.0403,0.865
22:51:55:992,0.8602,0.0743,-0.0476,0.868
22:51:55:994,0.8644,0.0699,-0.0571,0.872
22:51:55:997,0.8680,0.0652,-0.0686,0.875
22:51:55:999,0.8724,0.0603,-0.0830,0.880
22:51:56:001,0.8763,0.0550,-0.1004,0.885
22:51:56:002,0.8802,0.0503,-0.1204,0.890
22:51:56:005,0.8832,0.0481,-0.1306,0.894
22:51:56:008,0.8903,0.0437,-0.1504,0.903
22:51:56:010,0.9000,0.0384,-0.1729,0.916
22:51:56:011,0.9091,0.0335,-0.1978,0.929
22:51:56:014,0.9161,0.0296,-0.2235,0.940
22:51:56:015,0.9225,0.0249,-0.2513,0.953
22:51:56:017,0.9262,0.0200,-0.2792,0.963
22:51:56:018,0.9296,0.0164,-0.3083,0.974
22:51:56:020,0.9333,0.0129,-0.3376,0.987
22:51:56:023,0.9350,0.0093,-0.3666,0.998
22:51:56:024,0.9342,0.0076,-0.3965,1.008
22:51:56:028,0.9340,0.0059,-0.4307,1.021
22:51:56:029,0.9337,0.0037,-0.4866,1.044
22:51:56:030,0.9428,-0.0005,-0.5440,1.079
22:51:56:033,0.9560,-0.0054,-0.5728,1.105
22:51:56:034,0.9584,-0.0086,-0.5836,1.112
22:51:56:036,0.9550,-0.0086,-0.5951,1.115
22:51:56:040,0.9530,-0.0081,-0.6100,1.121
22:51:56:042,0.9518,-0.0086,-0.6229,1.127
22:51:56:043,0.9496,-0.0078,-0.6329,1.131
22:51:56:045,0.9457,-0.0064,-0.6415,1.132
22:51:56:046,0.9416,-0.0044,-0.6464,1.131
22:51:56:048,0.9374,-0.0027,-0.6466,1.128
22:51:56:050,0.9308,-0.0015,-0.6434,1.121
22:51:56:052,0.9205,0.0000,-0.6366,1.109
22:51:56:055,0.9091,0.0022,-0.6271,1.094
22:51:56:061,0.8998,0.0037,-0.6168,1.081
22:51:56:063,0.8920,0.0039,-0.6048,1.067
22:51:56:064,0.8854,0.0051,-0.5912,1.055
22:51:56:065,0.8795,0.0078,-0.5755,1.041
22:51:56:067,0.8732,0.0093,-0.5592,1.027
22:51:56:068,0.8678,0.0090,-0.5433,1.014
22:51:56:069,0.8651,0.0086,-0.5264,1.003
22:51:56:071,0.8646,0.0098,-0.5088,0.994
22:51:56:108,0.8663,0.0103,-0.4937,0.988
22:51:56:109,0.8668,0.0100,-0.4817,0.983
22:51:56:111,0.8673,0.0093,-0.4729,0.979
22:51:56:112,0.8668,0.0086,-0.4656,0.976
22:51:56:113,0.8666,0.0093,-0.4607,0.973
22:51:56:114,0.8658,0.0107,-0.4585,0.972
22:51:56:116,0.8697,0.0125,-0.4585,0.975
22:51:56:117,0.8766,0.0139,-0.4583,0.981
22:51:56:118,0.8829,0.0144,-0.4575,0.987
22:51:56:119,0.8861,0.0159,-0.4561,0.989
22:51:56:120,0.8898,0.0176,-0.4553,0.992
22:51:56:120,0.8968,0.0188,-0.4566,0.999
22:51:56:121,0.9052,0.0195,-0.4566,1.006
22:51:56:123,0.9135,0.0208,-0.4546,1.013
22:51:56:124,0.9218,0.0237,-0.4500,1.019
22:51:56:127,0.9311,0.0274,-0.4436,1.025
22:51:56:129,0.9430,0.0300,-0.4370,1.033
22:51:56:131,0.9526,0.0320,-0.4294,1.039
22:51:56:132,0.9589,0.0347,-0.4206,1.042
22:51:56:133,0.9665,0.0374,-0.4123,1.046
22:51:56:135,0.9750,0.0398,-0.4050,1.051
22:51:56:137,0.9838,0.0432,-0.4006,1.058
22:51:56:138,0.9912,0.0469,-0.3984,1.064
22:51:56:140,0.9970,0.0508,-0.3955,1.069
22:51:56:142,1.0043,0.0559,-0.3911,1.075
22:51:56:143,1.0144,0.0606,-0.3864,1.083
22:51:56:145,1.0234,0.0655,-0.3816,1.090
22:51:56:147,1.0295,0.0711,-0.3747,1.094
22:51:56:148,1.0334,0.0772,-0.3681,1.097
22:51:56:150,1.0376,0.0821,-0.3627,1.099
22:51:56:151,1.0417,0.0875,-0.3574,1.102
22:51:56:153,1.0451,0.0931,-0.3522,1.105
22:51:56:154,1.0476,0.0992,-0.3476,1.106
22:51:56:156,1.0498,0.1053,-0.3442,1.108
22:51:56:158,1.0512,0.1114,-0.3410,1.110
22:51:56:159,1.0530,0.1180,-0.3383,1.111
22:51:56:160,1.0539,0.1246,-0.3364,1.113
22:51:56:161,1.0547,0.1305,-0.3356,1.114
22:51:56:162,1.0552,0.1349,-0.3361,1.116
22:51:56:163,1.0544,0.1380,-0.3373,1.116
22:51:56:164,1.0510,0.1395,-0.3388,1.113
22:51:56:166,1.0449,0.1395,-0.3417,1.108
22:51:56:168,1.0361,0.1380,-0.3444,1.101
22:51:56:169,1.0256,0.1349,-0.3469,1.091
22:51:56:170,1.0153,0.1280,-0.3495,1.081
22:51:56:172,1.0068,0.1178,-0.3552,1.073
22:51:56:173,0.9997,0.1048,-0.3623,1.067
22:51:56:173,0.9946,0.0906,-0.3688,1.062
22:51:56:174,0.9919,0.0743,-0.3757,1.060
22:51:56:175,0.9912,0.0569,-0.3825,1.060
22:51:56:175,0.9919,0.0401,-0.3877,1.061
22:51:56:176,0.9924,0.0225,-0.3918,1.061
22:51:56:176,0.9941,0.0042,-0.3960,1.063
22:51:56:178,0.9965,-0.0132,-0.4021,1.067
22:51:56:181,0.9992,-0.0286,-0.4087,1.071
22:51:56:182,1.0029,-0.0430,-0.4143,1.077
22:51:56:184,1.0070,-0.0567,-0.4202,1.083
22:51:56:186,1.0105,-0.0689,-0.4253,1.088
22:51:56:188,1.0141,-0.0787,-0.4287,1.093
22:51:56:190,1.0190,-0.0865,-0.4292,1.098
22:51:56:194,1.0268,-0.0923,-0.4282,1.105
22:51:56:195,1.0363,-0.0953,-0.4277,1.114
22:51:56:196,1.0427,-0.0948,-0.4280,1.120
22:51:56:198,1.0434,-0.0919,-0.4260,1.120
22:51:56:200,1.0434,-0.0862,-0.4270,1.120
22:51:56:202,1.0427,-0.0760,-0.4316,1.120
22:51:56:204,1.0371,-0.0589,-0.4373,1.117
22:51:56:209,1.0273,-0.0362,-0.4448,1.111
22:51:56:210,1.0185,-0.0103,-0.4524,1.106
22:51:56:210,1.0139,0.0149,-0.4580,1.105
22:51:56:216,1.0129,0.0403,-0.4629,1.108
22:51:56:216,1.0168,0.0640,-0.4673,1.116
22:51:56:218,1.0212,0.0755,-0.4678,1.121
22:51:56:219,1.0329,0.0975,-0.4641,1.133
22:51:56:220,1.0491,0.1180,-0.4568,1.148
22:51:56:233,1.0698,0.1366,-0.4475,1.166
22:51:56:235,1.0945,0.1539,-0.4358,1.187
22:51:56:235,1.1226,0.1700,-0.4228,1.212
22:51:56:236,1.1553,0.1854,-0.4123,1.241
22:51:56:237,1.1907,0.1984,-0.4001,1.273
22:51:56:237,1.2289,0.2094,-0.3879,1.307
22:51:56:238,1.2706,0.2177,-0.3784,1.346
22:51:56:239,1.3136,0.2245,-0.3715,1.386
22:51:56:239,1.3532,0.2284,-0.3684,1.423
22:51:56:240,1.3886,0.2309,-0.3671,1.457
22:51:56:244,1.4204,0.2311,-0.3652,1.487
22:51:56:245,1.4514,0.2292,-0.3654,1.516
22:51:56:246,1.4856,0.2243,-0.3649,1.548
22:51:56:248,1.5193,0.2165,-0.3613,1.578
22:51:56:249,1.5518,0.2072,-0.3557,1.607
22:51:56:252,1.5843,0.1976,-0.3495,1.636
22:51:56:254,1.6141,0.1876,-0.3371,1.661
22:51:56:256,1.6432,0.1742,-0.3180,1.683
22:51:56:261,1.6718,0.1590,-0.2982,1.706
22:51:56:262,1.6967,0.1419,-0.2809,1.726
22:51:56:263,1.7136,0.1231,-0.2697,1.739
22:51:56:264,1.7150,0.1058,-0.2640,1.738
22:51:56:266,1.6952,0.0914,-0.2655,1.717
22:51:56:268,1.6576,0.0792,-0.2721,1.680
22:51:56:270,1.6056,0.0679,-0.2841,1.630
22:51:56:272,1.5421,0.0601,-0.2987,1.569
22:51:56:277,1.4695,0.0552,-0.3153,1.501
22:51:56:278,1.3930,0.0533,-0.3344,1.430
22:51:56:279,1.3178,0.0533,-0.3503,1.361
22:51:56:280,1.2465,0.0545,-0.3596,1.295
22:51:56:282,1.1815,0.0552,-0.3620,1.233
22:51:56:283,1.1236,0.0559,-0.3513,1.175
22:51:56:285,1.0732,0.0569,-0.3280,1.120
22:51:56:287,1.0276,0.0574,-0.2980,1.069
22:51:56:290,0.9848,0.0596,-0.2643,1.019
22:51:56:292,0.9460,0.0630,-0.2306,0.974
22:51:56:294,0.9115,0.0677,-0.1961,0.934
22:51:56:296,0.8805,0.0726,-0.1624,0.899
22:51:56:297,0.8514,0.0787,-0.1285,0.866
22:51:56:300,0.8238,0.0865,-0.0967,0.837
22:51:56:301,0.7969,0.0945,-0.0688,0.810
22:51:56:303,0.7718,0.1029,-0.0454,0.785
22:51:56:305,0.7471,0.1141,-0.0254,0.763
22:51:56:308,0.7236,0.1258,-0.0087,0.743
22:51:56:310,0.7056,0.1375,0.0052,0.728
22:51:56:311,0.6914,0.1493,0.0189,0.719
22:51:56:313,0.6819,0.1610,0.0303,0.713
22:51:56:315,0.6765,0.1727,0.0389,0.713
22:51:56:317,0.6770,0.1849,0.0455,0.717
22:51:56:319,0.6860,0.1979,0.0514,0.731
22:51:56:321,0.7038,0.2113,0.0587,0.753
22:51:56:324,0.7275,0.2248,0.0663,0.780
22:51:56:326,0.7556,0.2362,0.0741,0.811
22:51:56:329,0.7864,0.2467,0.0812,0.844
22:51:56:330,0.8187,0.2575,0.0887,0.879
22:51:56:332,0.8504,0.2665,0.0966,0.913
22:51:56:334,0.8812,0.2751,0.1039,0.945
22:51:56:335,0.9122,0.2836,0.1088,0.978
22:51:56:337,0.9423,0.2900,0.1117,1.008
22:51:56:341,0.9728,0.2949,0.1141,1.039
22:51:56:342,1.0039,0.2993,0.1141,1.069
22:51:56:343,1.0339,0.3039,0.1129,1.099
22:51:56:346,1.0615,0.3086,0.1105,1.126
22:51:56:348,1.0862,0.3115,0.1063,1.150
22:51:56:350,1.1079,0.3125,0.1000,1.170
22:51:56:352,1.1260,0.3132,0.0917,1.186
22:51:56:353,1.1416,0.3147,0.0819,1.201
22:51:56:356,1.1546,0.3164,0.0702,1.213
22:51:56:361,1.1631,0.3169,0.0577,1.220
22:51:56:363,1.1678,0.3169,0.0453,1.224
22:51:56:364,1.1683,0.3164,0.0311,1.223
22:51:56:365,1.1651,0.3164,0.0150,1.220
22:51:56:366,1.1595,0.3159,-0.0019,1.214
22:51:56:368,1.1531,0.3147,-0.0197,1.207
22:51:56:370,1.1458,0.3120,-0.0388,1.200
22:51:56:372,1.1375,0.3090,-0.0581,1.192
22:51:56:378,1.1282,0.3059,-0.0757,1.182
22:51:56:380,1.1165,0.3020,-0.0935,1.171
22:51:56:381,1.1023,0.2993,-0.1118,1.158
22:51:56:381,1.0867,0.2961,-0.1287,1.144
22:51:56:382,1.0701,0.2915,-0.1443,1.128
22:51:56:384,1.0520,0.2861,-0.1600,1.111
22:51:56:385,1.0334,0.2812,-0.1768,1.095
22:51:56:388,1.0161,0.2773,-0.1927,1.080
22:51:56:393,0.9997,0.2734,-0.2071,1.066
22:51:56:395,0.9836,0.2682,-0.2213,1.052
22:51:56:396,0.9679,0.2631,-0.2347,1.038
22:51:56:396,0.9543,0.2590,-0.2472,1.027
22:51:56:397,0.9420,0.2548,-0.2594,1.017
22:51:56:400,0.9308,0.2502,-0.2706,1.008
22:51:56:401,0.9193,0.2458,-0.2807,0.999
22:51:56:404,0.9096,0.2409,-0.2902,0.991
22:51:56:405,0.9022,0.2358,-0.2982,0.985
22:51:56:408,0.8961,0.2306,-0.3053,0.980
22:51:56:409,0.8912,0.2250,-0.3136,0.976
22:51:56:412,0.8871,0.2179,-0.3215,0.973
22:51:56:414,0.8817,0.2118,-0.3280,0.969
22:51:56:417,0.8761,0.2060,-0.3337,0.964
22:51:56:419,0.8719,0.1994,-0.3383,0.960
22:51:56:420,0.8690,0.1932,-0.3437,0.957
22:51:56:421,0.8653,0.1881,-0.3488,0.955
22:51:56:424,0.8617,0.1827,-0.3527,0.951
22:51:56:425,0.8573,0.1769,-0.3552,0.947
22:51:56:427,0.8512,0.1708,-0.3574,0.941
22:51:56:429,0.8448,0.1652,-0.3586,0.934
22:51:56:432,0.8387,0.1593,-0.3593,0.927
22:51:56:433,0.8331,0.1524,-0.3593,0.921
22:51:56:436,0.8282,0.1466,-0.3581,0.915
22:51:56:437,0.8211,0.1407,-0.3554,0.906
22:51:56:440,0.8121,0.1344,-0.3520,0.895
22:51:56:442,0.8038,0.1273,-0.3503,0.886
22:51:56:444,0.7959,0.1204,-0.3486,0.877
22:51:56:445,0.7881,0.1134,-0.3449,0.867
22:51:56:448,0.7803,0.1073,-0.3405,0.857
22:51:56:450,0.7727,0.1026,-0.3346,0.847
22:51:56:453,0.7657,0.0980,-0.3300,0.838
22:51:56:454,0.7566,0.0928,-0.3254,0.827
22:51:56:456,0.7466,0.0877,-0.3210,0.816
22:51:56:459,0.7415,0.0853,-0.3188,0.810
22:51:56:460,0.7249,0.0787,-0.3083,0.789
22:51:56:461,0.7126,0.0748,-0.3007,0.775
22:51:56:464,0.7065,0.0730,-0.2968,0.768
22:51:56:466,0.6960,0.0708,-0.2855,0.754
22:51:56:468,0.6863,0.0677,-0.2760,0.741
22:51:56:471,0.6789,0.0625,-0.2679,0.730
22:51:56:472,0.6738,0.0581,-0.2599,0.722
22:51:56:478,0.6716,0.0550,-0.2513,0.717
22:51:56:480,0.6738,0.0525,-0.2413,0.715
22:51:56:481,0.6772,0.0506,-0.2298,0.715
22:51:56:482,0.6811,0.0493,-0.2186,0.715
22:51:56:483,0.6875,0.0489,-0.2081,0.718
22:51:56:484,0.6948,0.0491,-0.1981,0.723
22:51:56:486,0.7014,0.0501,-0.1878,0.727
22:51:56:488,0.7095,0.0511,-0.1773,0.732
22:51:56:489,0.7178,0.0515,-0.1683,0.738
22:51:56:502,0.7256,0.0525,-0.1607,0.745
22:51:56:503,0.7327,0.0537,-0.1543,0.751
22:51:56:504,0.7383,0.0555,-0.1473,0.755
22:51:56:505,0.7442,0.0581,-0.1402,0.760
22:51:56:506,0.7517,0.0616,-0.1314,0.766
22:51:56:507,0.7613,0.0655,-0.1219,0.775
22:51:56:508,0.7718,0.0691,-0.1162,0.785
22:51:56:509,0.7818,0.0743,-0.1121,0.795
22:51:56:510,0.7916,0.0809,-0.1089,0.806
22:51:56:511,0.8013,0.0882,-0.1052,0.816
22:51:56:514,0.8087,0.0953,-0.1006,0.824
22:51:56:515,0.8126,0.1031,-0.0962,0.829
22:51:56:516,0.8160,0.1114,-0.0930,0.833
22:51:56:517,0.8182,0.1197,-0.0920,0.837
22:51:56:520,0.8179,0.1275,-0.0906,0.838
22:51:56:521,0.8162,0.1346,-0.0884,0.838
22:51:56:524,0.8162,0.1422,-0.0855,0.839
22:51:56:525,0.8162,0.1498,-0.0847,0.841
22:51:56:528,0.8150,0.1571,-0.0867,0.842
22:51:56:530,0.8126,0.1642,-0.0886,0.841
22:51:56:532,0.8109,0.1705,-0.0903,0.841
22:51:56:533,0.8082,0.1769,-0.0950,0.841
22:51:56:535,0.8043,0.1827,-0.1008,0.839
22:51:56:537,0.8011,0.1879,-0.1087,0.839
22:51:56:539,0.7991,0.1942,-0.1187,0.840
22:51:56:544,0.8006,0.2006,-0.1297,0.844
22:51:56:545,0.8072,0.2064,-0.1407,0.854
22:51:56:546,0.8038,0.2123,-0.1585,0.855
22:51:56:548,0.7930,0.2196,-0.1817,0.851
22:51:56:550,0.7872,0.2267,-0.2025,0.853
22:51:56:552,0.7867,0.2331,-0.2208,0.858
22:51:56:553,0.7793,0.2409,-0.2433,0.860
22:51:56:556,0.7691,0.2507,-0.2670,0.860
22:51:56:558,0.7608,0.2607,-0.2902,0.864
22:51:56:564,0.7544,0.2697,-0.3119,0.869
22:51:56:566,0.7498,0.2788,-0.3320,0.875
22:51:56:567,0.7471,0.2883,-0.3503,0.883
22:51:56:568,0.7439,0.2961,-0.3671,0.890
22:51:56:569,0.7407,0.3032,-0.3828,0.896
22:51:56:571,0.7390,0.3093,-0.3969,0.903
22:51:56:572,0.7368,0.3147,-0.4055,0.907
22:51:56:574,0.7307,0.3210,-0.4094,0.906
22:51:56:591,0.7234,0.3288,-0.4126,0.905
22:51:56:594,0.7168,0.3352,-0.4148,0.903
22:51:56:595,0.7122,0.3411,-0.4131,0.901
22:51:56:596,0.7087,0.3462,-0.4077,0.899
22:51:56:597,0.7063,0.3501,-0.3999,0.895
22:51:56:598,0.7036,0.3530,-0.3899,0.890
22:51:56:599,0.6999,0.3542,-0.3772,0.883
22:51:56:600,0.6970,0.3545,-0.3625,0.874
22:51:56:601,0.6953,0.3533,-0.3471,0.867
22:51:56:602,0.6933,0.3511,-0.3315,0.858
22:51:56:603,0.6921,0.3484,-0.3158,0.850
22:51:56:604,0.6921,0.3447,-0.3004,0.843
22:51:56:604,0.6931,0.3408,-0.2853,0.837
22:51:56:605,0.6960,0.3374,-0.2719,0.834
22:51:56:606,0.6992,0.3332,-0.2599,0.831
22:51:56:606,0.7034,0.3296,-0.2484,0.830
22:51:56:607,0.7087,0.3252,-0.2394,0.830
22:51:56:610,0.7153,0.3203,-0.2335,0.832
22:51:56:613,0.7222,0.3156,-0.2291,0.834
22:51:56:615,0.7297,0.3105,-0.2279,0.839
22:51:56:615,0.7383,0.3056,-0.2306,0.845
22:51:56:618,0.7466,0.3000,-0.2362,0.851
22:51:56:620,0.7539,0.2937,-0.2438,0.857
22:51:56:623,0.7625,0.2880,-0.2535,0.865
22:51:56:624,0.7705,0.2817,-0.2655,0.873
22:51:56:627,0.7779,0.2756,-0.2785,0.881
22:51:56:628,0.7845,0.2685,-0.2909,0.888
22:51:56:629,0.7891,0.2612,-0.3036,0.893
22:51:56:632,0.7935,0.2541,-0.3173,0.899
22:51:56:633,0.8008,0.2450,-0.3334,0.908
22:51:56:636,0.8096,0.2350,-0.3486,0.918
22:51:56:637,0.8133,0.2257,-0.3598,0.922
22:51:56:640,0.8133,0.2189,-0.3701,0.924
22:51:56:642,0.8131,0.2138,-0.3794,0.926
22:51:56:645,0.8140,0.2079,-0.3894,0.929
22:51:56:647,0.8145,0.2008,-0.3991,0.932
22:51:56:648,0.8140,0.1947,-0.4072,0.933
22:51:56:649,0.8131,0.1881,-0.4150,0.934
22:51:56:652,0.8101,0.1805,-0.4211,0.932
22:51:56:654,0.8065,0.1725,-0.4241,0.928
22:51:56:656,0.8023,0.1652,-0.4263,0.924
22:51:56:658,0.7962,0.1571,-0.4282,0.917
22:51:56:660,0.7913,0.1490,-0.4294,0.912
22:51:56:663,0.7874,0.1400,-0.4289,0.906
22:51:56:664,0.7854,0.1309,-0.4287,0.903
22:51:56:665,0.7867,0.1214,-0.4299,0.903
22:51:56:668,0.7898,0.1121,-0.4307,0.904
22:51:56:669,0.7947,0.1036,-0.4331,0.908
22:51:56:672,0.8008,0.0953,-0.4363,0.913
22:51:56:674,0.8084,0.0875,-0.4402,0.921
22:51:56:681,0.8165,0.0794,-0.4441,0.928
22:51:56:683,0.8250,0.0711,-0.4473,0.936
22:51:56:684,0.8338,0.0638,-0.4526,0.945
22:51:56:685,0.8443,0.0567,-0.4597,0.957
22:51:56:687,0.8568,0.0491,-0.4673,0.971
22:51:56:688,0.8705,0.0425,-0.4756,0.986
22:51:56:689,0.8846,0.0369,-0.4861,1.003
22:51:56:689,0.8990,0.0305,-0.4993,1.021
22:51:56:704,0.9144,0.0242,-0.5154,1.042
22:51:56:706,0.9311,0.0181,-0.5335,1.065
22:51:56:707,0.9494,0.0134,-0.5523,1.090
22:51:56:708,0.9682,0.0093,-0.5702,1.114
22:51:56:709,0.9894,0.0049,-0.5865,1.141
22:51:56:710,1.0153,0.0005,-0.6029,1.171
22:51:56:711,1.0383,-0.0022,-0.6200,1.199
22:51:56:712,1.0500,-0.0049,-0.6347,1.217
22:51:56:712,1.0625,-0.0066,-0.6493,1.235
22:51:56:713,1.0796,-0.0081,-0.6635,1.257
22:51:56:714,1.0994,-0.0078,-0.6786,1.282
22:51:56:715,1.1177,-0.0059,-0.6933,1.305
22:51:56:717,1.1353,-0.0029,-0.7060,1.327
22:51:56:719,1.1526,0.0010,-0.7167,1.347
22:51:56:720,1.1680,0.0076,-0.7263,1.366
22:51:56:721,1.1795,0.0159,-0.7341,1.380
22:51:56:724,1.1878,0.0249,-0.7378,1.389
22:51:56:727,1.1947,0.0357,-0.7356,1.395
22:51:56:728,1.1900,0.0474,-0.7302,1.389
22:51:56:730,1.1783,0.0591,-0.7241,1.376
22:51:56:733,1.1671,0.0696,-0.7158,1.363
22:51:56:734,1.1563,0.0779,-0.7065,1.350
22:51:56:735,1.1458,0.0853,-0.6974,1.337
22:51:56:737,1.1348,0.0911,-0.6901,1.325
22:51:56:739,1.1226,0.0948,-0.6842,1.312
22:51:56:742,1.1082,0.0987,-0.6781,1.297
22:51:56:744,1.0933,0.1011,-0.6715,1.281
22:51:56:747,1.0759,0.1019,-0.6662,1.264
22:51:56:748,1.0547,0.1004,-0.6627,1.244
22:51:56:749,1.0298,0.0977,-0.6601,1.221
22:51:56:753,1.0063,0.0938,-0.6603,1.201
22:51:56:754,0.9936,0.0882,-0.6574,1.188
22:51:56:755,0.9875,0.0804,-0.6544,1.180
22:51:56:757,0.9670,0.0689,-0.6593,1.165
22:51:56:760,0.9523,0.0625,-0.6613,1.153
22:51:56:762,0.9203,0.0503,-0.6645,1.127
22:51:56:764,0.8907,0.0386,-0.6681,1.105
22:51:56:765,0.8639,0.0266,-0.6745,1.086
22:51:56:768,0.8414,0.0137,-0.6845,1.074
22:51:56:769,0.8194,-0.0020,-0.6999,1.066
22:51:56:772,0.7967,-0.0186,-0.7224,1.062
22:51:56:773,0.7727,-0.0349,-0.7507,1.064
22:51:56:780,0.7483,-0.0503,-0.7822,1.068
22:51:56:782,0.7253,-0.0650,-0.8181,1.079
22:51:56:783,0.7068,-0.0787,-0.8562,1.096
22:51:56:785,0.6931,-0.0926,-0.8975,1.119
22:51:56:786,0.6819,-0.1060,-0.9388,1.146
22:51:56:787,0.6726,-0.1178,-0.9794,1.174
22:51:56:788,0.6682,-0.1275,-1.0175,1.204
22:51:56:789,0.6665,-0.1319,-1.0470,1.228
22:51:56:801,0.6643,-0.1283,-1.0583,1.236
22:51:56:803,0.6635,-0.1141,-1.0436,1.222
22:51:56:804,0.6692,-0.0889,-1.0028,1.190
22:51:56:805,0.6889,-0.0547,-0.9420,1.151
22:51:56:806,0.7251,-0.0151,-0.8687,1.117
22:51:56:808,0.7735,0.0271,-0.7898,1.094
22:51:56:809,0.8309,0.0701,-0.7131,1.088
