time,gFx,gFy,gFz,TgF
22:52:17:987,1.3393,-0.0696,-0.5939,1.456
22:52:17:989,1.3434,-0.0713,-0.5843,1.456
22:52:17:991,1.3422,-0.0713,-0.5680,1.449
22:52:17:993,1.3368,-0.0708,-0.5469,1.436
22:52:17:995,1.3276,-0.0704,-0.5213,1.418
22:52:17:999,1.3136,-0.0691,-0.4920,1.395
22:52:18:001,1.2938,-0.0665,-0.4592,1.365
22:52:18:003,1.2692,-0.0638,-0.4260,1.332
22:52:18:004,1.2403,-0.0613,-0.3945,1.295
22:52:18:005,1.2083,-0.0581,-0.3640,1.255
22:52:18:008,1.1714,-0.0552,-0.3361,1.212
22:52:18:009,1.1326,-0.0523,-0.3109,1.168
22:52:18:011,1.0940,-0.0491,-0.2897,1.126
22:52:18:013,1.0561,-0.0445,-0.2736,1.085
22:52:18:016,1.0185,-0.0388,-0.2640,1.046
22:52:18:018,0.9811,-0.0313,-0.2592,1.009
22:52:18:019,0.9467,-0.0239,-0.2557,0.975
22:52:18:022,0.9179,-0.0176,-0.2550,0.947
22:52:18:024,0.8932,-0.0107,-0.2582,0.924
22:52:18:025,0.8717,-0.0029,-0.2640,0.905
22:52:18:028,0.8521,0.0061,-0.2709,0.889
22:52:18:029,0.8333,0.0154,-0.2777,0.874
22:52:18:037,0.8165,0.0254,-0.2853,0.861
22:52:18:039,0.8011,0.0362,-0.2921,0.849
22:52:18:041,0.7879,0.0469,-0.2965,0.839
22:52:18:043,0.7757,0.0581,-0.2980,0.830
22:52:18:044,0.7639,0.0704,-0.2973,0.820
22:52:18:045,0.7542,0.0816,-0.2958,0.813
22:52:18:047,0.7459,0.0919,-0.2946,0.806
22:52:18:048,0.7388,0.1019,-0.2921,0.801
22:52:18:049,0.7329,0.1119,-0.2892,0.796
22:52:18:050,0.7278,0.1209,-0.2853,0.792
22:52:18:072,0.7244,0.1292,-0.2814,0.789
22:52:18:074,0.7229,0.1368,-0.2772,0.788
22:52:18:075,0.7231,0.1441,-0.2723,0.789
22:52:18:076,0.7246,0.1510,-0.2672,0.790
22:52:18:077,0.7263,0.1571,-0.2616,0.792
22:52:18:078,0.7283,0.1622,-0.2582,0.794
22:52:18:079,0.7312,0.1676,-0.2550,0.797
22:52:18:079,0.7344,0.1720,-0.2523,0.800
22:52:18:081,0.7376,0.1747,-0.2508,0.803
22:52:18:082,0.7429,0.1766,-0.2506,0.809
22:52:18:083,0.7500,0.1796,-0.2526,0.817
22:52:18:084,0.7569,0.1818,-0.2545,0.824
22:52:18:084,0.7630,0.1827,-0.2555,0.830
22:52:18:085,0.7679,0.1823,-0.2574,0.835
22:52:18:086,0.7737,0.1815,-0.2606,0.841
22:52:18:087,0.7793,0.1818,-0.2643,0.848
22:52:18:087,0.7842,0.1805,-0.2670,0.853
22:52:18:088,0.7884,0.1791,-0.2689,0.857
22:52:18:089,0.7918,0.1783,-0.2704,0.860
22:52:18:090,0.7940,0.1781,-0.2726,0.863
22:52:18:092,0.7952,0.1779,-0.2748,0.864
22:52:18:093,0.7989,0.1749,-0.2767,0.867
22:52:18:095,0.8033,0.1713,-0.2777,0.871
22:52:18:097,0.8062,0.1681,-0.2785,0.873
22:52:18:106,0.8079,0.1654,-0.2802,0.874
22:52:18:108,0.8082,0.1612,-0.2819,0.874
22:52:18:109,0.8074,0.1559,-0.2833,0.873
22:52:18:110,0.8045,0.1507,-0.2846,0.869
22:52:18:111,0.8033,0.1451,-0.2855,0.867
22:52:18:112,0.8030,0.1388,-0.2865,0.866
22:52:18:113,0.8028,0.1309,-0.2872,0.864
22:52:18:115,0.8040,0.1236,-0.2894,0.864
22:52:18:116,0.8074,0.1158,-0.2919,0.867
22:52:18:119,0.8089,0.1119,-0.2924,0.867
22:52:18:120,0.8123,0.1026,-0.2953,0.870
22:52:18:121,0.8165,0.0914,-0.3019,0.874
22:52:18:123,0.8206,0.0789,-0.3095,0.878
22:52:18:125,0.8253,0.0682,-0.3139,0.883
22:52:18:127,0.8321,0.0579,-0.3149,0.888
22:52:18:129,0.8394,0.0498,-0.3129,0.893
22:52:18:136,0.8448,0.0432,-0.3078,0.896
22:52:18:137,0.8487,0.0369,-0.3029,0.898
22:52:18:139,0.8490,0.0298,-0.3036,0.897
22:52:18:140,0.8446,0.0230,-0.3097,0.895
22:52:18:141,0.8382,0.0154,-0.3175,0.891
22:52:18:142,0.8367,0.0083,-0.3237,0.891
22:52:18:143,0.8407,0.0022,-0.3246,0.895
22:52:18:145,0.8458,-0.0037,-0.3219,0.898
22:52:18:147,0.8497,-0.0088,-0.3185,0.900
22:52:18:163,0.8539,-0.0139,-0.3180,0.904
22:52:18:165,0.8570,-0.0188,-0.3205,0.908
22:52:18:166,0.8600,-0.0237,-0.3227,0.911
22:52:18:167,0.8631,-0.0279,-0.3251,0.915
22:52:18:168,0.8658,-0.0305,-0.3283,0.918
22:52:18:169,0.8678,-0.0330,-0.3322,0.921
22:52:18:169,0.8685,-0.0347,-0.3381,0.924
22:52:18:170,0.8688,-0.0366,-0.3486,0.928
22:52:18:171,0.8678,-0.0403,-0.3647,0.933
22:52:18:172,0.8661,-0.0442,-0.3850,0.939
22:52:18:173,0.8636,-0.0472,-0.4057,0.945
22:52:18:173,0.8612,-0.0489,-0.4236,0.950
22:52:18:174,0.8600,-0.0493,-0.4390,0.956
22:52:18:175,0.8597,-0.0481,-0.4534,0.962
22:52:18:177,0.8602,-0.0454,-0.4661,0.968
22:52:18:178,0.8617,-0.0413,-0.4756,0.974
22:52:18:181,0.8629,-0.0374,-0.4846,0.979
22:52:18:184,0.8651,-0.0337,-0.4932,0.986
22:52:18:185,0.8670,-0.0300,-0.5005,0.991
22:52:18:187,0.8663,-0.0269,-0.5061,0.993
22:52:18:189,0.8617,-0.0239,-0.5093,0.991
22:52:18:191,0.8582,-0.0213,-0.5108,0.988
22:52:18:192,0.8546,-0.0183,-0.5118,0.986
22:52:18:195,0.8514,-0.0137,-0.5105,0.983
22:52:18:197,0.8499,-0.0086,-0.5093,0.981
22:52:18:199,0.8502,-0.0044,-0.5071,0.980
22:52:18:202,0.8512,-0.0005,-0.5020,0.979
22:52:18:203,0.8512,0.0039,-0.4912,0.974
22:52:18:205,0.8487,0.0086,-0.4795,0.966
22:52:18:207,0.8436,0.0117,-0.4695,0.957
22:52:18:208,0.8377,0.0142,-0.4580,0.947
22:52:18:210,0.8365,0.0169,-0.4478,0.941
22:52:18:213,0.8372,0.0188,-0.4399,0.938
22:52:18:219,0.8421,0.0213,-0.4368,0.941
22:52:18:220,0.8438,0.0235,-0.4319,0.941
22:52:18:221,0.8460,0.0252,-0.4265,0.941
22:52:18:222,0.8477,0.0271,-0.4221,0.941
22:52:18:223,0.8524,0.0276,-0.4209,0.944
22:52:18:225,0.8563,0.0271,-0.4209,0.948
22:52:18:226,0.8563,0.0274,-0.4182,0.947
22:52:18:229,0.8575,0.0266,-0.4140,0.946
22:52:18:246,0.8604,0.0257,-0.4128,0.948
22:52:18:247,0.8629,0.0247,-0.4165,0.952
22:52:18:248,0.8617,0.0242,-0.4204,0.952
22:52:18:249,0.8568,0.0254,-0.4221,0.949
22:52:18:250,0.8546,0.0252,-0.4221,0.947
22:52:18:251,0.8580,0.0230,-0.4260,0.951
22:52:18:251,0.8595,0.0225,-0.4297,0.954
22:52:18:252,0.8590,0.0225,-0.4314,0.954
22:52:18:253,0.8600,0.0215,-0.4346,0.956
22:52:18:254,0.8634,0.0217,-0.4382,0.961
22:52:18:255,0.8614,0.0239,-0.4397,0.960
22:52:18:256,0.8600,0.0261,-0.4385,0.959
22:52:18:257,0.8590,0.0264,-0.4407,0.959
22:52:18:257,0.8600,0.0264,-0.4465,0.962
22:52:18:258,0.8639,0.0264,-0.4490,0.967
22:52:18:261,0.8658,0.0269,-0.4485,0.968
22:52:18:263,0.8644,0.0281,-0.4441,0.965
22:52:18:266,0.8641,0.0296,-0.4377,0.962
22:52:18:268,0.8656,0.0313,-0.4351,0.962
22:52:18:269,0.8666,0.0313,-0.4368,0.964
22:52:18:273,0.8651,0.0332,-0.4375,0.963
22:52:18:274,0.8636,0.0366,-0.4346,0.961
22:52:18:275,0.8661,0.0381,-0.4343,0.963
22:52:18:276,0.8710,0.0396,-0.4338,0.968
22:52:18:278,0.8744,0.0418,-0.4304,0.969
22:52:18:281,0.8780,0.0430,-0.4321,0.973
22:52:18:283,0.8758,0.0469,-0.4238,0.968
22:52:18:285,0.8736,0.0542,-0.4148,0.963
22:52:18:287,0.8756,0.0608,-0.4140,0.966
22:52:18:289,0.8785,0.0665,-0.4138,0.969
22:52:18:290,0.8837,0.0716,-0.4116,0.973
22:52:18:293,0.8920,0.0752,-0.4148,0.982
22:52:18:295,0.8959,0.0774,-0.4194,0.988
22:52:18:297,0.9008,0.0806,-0.4182,0.992
22:52:18:300,0.9088,0.0845,-0.4153,0.999
22:52:18:302,0.9161,0.0882,-0.4131,1.005
22:52:18:303,0.9215,0.0926,-0.4104,1.010
22:52:18:304,0.9276,0.0967,-0.4099,1.016
22:52:18:306,0.9350,0.0999,-0.4111,1.023
22:52:18:309,0.9479,0.0997,-0.4199,1.039
22:52:18:311,0.9533,0.1011,-0.4238,1.045
22:52:18:313,0.9477,0.1080,-0.4150,1.038
22:52:18:319,0.9438,0.1138,-0.4082,1.032
22:52:18:321,0.9442,0.1170,-0.4067,1.033
22:52:18:321,0.9484,0.1182,-0.4077,1.037
22:52:18:322,0.9540,0.1192,-0.4062,1.042
22:52:18:323,0.9577,0.1185,-0.4031,1.044
22:52:18:325,0.9574,0.1170,-0.4021,1.043
22:52:18:326,0.9557,0.1138,-0.4011,1.041
22:52:18:329,0.9518,0.1087,-0.3999,1.036
22:52:18:331,0.9460,0.1014,-0.3969,1.028
22:52:18:348,0.9401,0.0928,-0.3913,1.020
22:52:18:350,0.9328,0.0833,-0.3838,1.009
22:52:18:351,0.9252,0.0723,-0.3732,0.997
22:52:18:352,0.9208,0.0606,-0.3632,0.988
22:52:18:353,0.9193,0.0457,-0.3574,0.983
22:52:18:353,0.9230,0.0271,-0.3649,0.987
22:52:18:354,0.9205,0.0110,-0.3647,0.984
22:52:18:355,0.9110,-0.0017,-0.3554,0.971
22:52:18:356,0.9037,-0.0156,-0.3525,0.962
22:52:18:356,0.9020,-0.0305,-0.3588,0.963
22:52:18:357,0.9042,-0.0452,-0.3708,0.969
22:52:18:358,0.9103,-0.0601,-0.3838,0.979
22:52:18:359,0.9174,-0.0757,-0.3957,0.991
22:52:18:360,0.9223,-0.0906,-0.4067,1.000
22:52:18:361,0.9264,-0.1029,-0.4172,1.009
22:52:18:362,0.9296,-0.1136,-0.4289,1.017
22:52:18:364,0.9318,-0.1226,-0.4402,1.024
22:52:18:366,0.9345,-0.1290,-0.4512,1.031
22:52:18:369,0.9374,-0.1351,-0.4629,1.040
22:52:18:371,0.9381,-0.1405,-0.4724,1.045
22:52:18:372,0.9374,-0.1434,-0.4817,1.048
22:52:18:375,0.9376,-0.1449,-0.4912,1.053
22:52:18:376,0.9394,-0.1456,-0.5032,1.060
22:52:18:379,0.9398,-0.1441,-0.5142,1.065
22:52:18:380,0.9379,-0.1395,-0.5213,1.067
22:52:18:383,0.9364,-0.1361,-0.5235,1.066
22:52:18:386,0.9330,-0.1268,-0.5276,1.064
22:52:18:387,0.9264,-0.1153,-0.5333,1.061
22:52:18:388,0.9183,-0.0992,-0.5384,1.055
22:52:18:390,0.9113,-0.0765,-0.5399,1.049
22:52:18:392,0.9059,-0.0486,-0.5352,1.042
22:52:18:394,0.9113,-0.0210,-0.5272,1.043
22:52:18:396,0.9303,0.0046,-0.5232,1.058
22:52:18:400,0.9428,0.0337,-0.5013,1.061
22:52:18:402,0.9577,0.0596,-0.4883,1.071
22:52:18:403,0.9728,0.0806,-0.4829,1.084
22:52:18:405,0.9948,0.0994,-0.4710,1.101
22:52:18:406,1.0256,0.1158,-0.4548,1.125
22:52:18:408,1.0583,0.1309,-0.4431,1.153
22:52:18:410,1.0901,0.1454,-0.4358,1.182
22:52:18:413,1.1238,0.1578,-0.4333,1.214
22:52:18:415,1.1661,0.1664,-0.4485,1.260
22:52:18:421,1.2122,0.1720,-0.4663,1.310
22:52:18:423,1.2469,0.1798,-0.4653,1.343
22:52:18:424,1.2745,0.1866,-0.4580,1.367
22:52:18:425,1.3053,0.1871,-0.4561,1.395
22:52:18:426,1.3420,0.1798,-0.4580,1.429
22:52:18:427,1.3842,0.1664,-0.4632,1.468
22:52:18:428,1.4297,0.1468,-0.4722,1.511
22:52:18:430,1.4756,0.1239,-0.4832,1.555
22:52:18:450,1.5169,0.1007,-0.4922,1.595
22:52:18:452,1.5533,0.0772,-0.4949,1.628
22:52:18:453,1.5858,0.0533,-0.4868,1.655
22:52:18:454,1.6119,0.0298,-0.4744,1.675
22:52:18:455,1.6290,0.0083,-0.4619,1.688
22:52:18:456,1.6361,-0.0100,-0.4448,1.690
22:52:18:458,1.6322,-0.0227,-0.4236,1.680
22:52:18:459,1.6161,-0.0318,-0.4045,1.660
22:52:18:460,1.5902,-0.0386,-0.3879,1.631
22:52:18:461,1.5584,-0.0447,-0.3750,1.597
22:52:18:461,1.5213,-0.0506,-0.3686,1.559
22:52:18:462,1.4788,-0.0567,-0.3684,1.518
22:52:18:463,1.4321,-0.0623,-0.3688,1.473
22:52:18:464,1.3838,-0.0655,-0.3666,1.425
22:52:18:465,1.3356,-0.0677,-0.3635,1.378
22:52:18:466,1.2904,-0.0694,-0.3596,1.333
22:52:18:467,1.2433,-0.0706,-0.3513,1.286
22:52:18:468,1.1971,-0.0701,-0.3376,1.237
22:52:18:468,1.1561,-0.0689,-0.3227,1.194
22:52:18:470,1.1175,-0.0650,-0.3070,1.153
22:52:18:472,1.0784,-0.0586,-0.2892,1.110
22:52:18:474,1.0385,-0.0506,-0.2706,1.067
22:52:18:476,1.0009,-0.0403,-0.2533,1.027
22:52:18:478,0.9679,-0.0271,-0.2320,0.990
22:52:18:480,0.9401,-0.0127,-0.2059,0.958
22:52:18:482,0.9157,0.0027,-0.1780,0.929
22:52:18:486,0.8944,0.0193,-0.1504,0.905
22:52:18:487,0.8768,0.0374,-0.1263,0.886
22:52:18:488,0.8651,0.0557,-0.1057,0.874
22:52:18:490,0.8580,0.0735,-0.0899,0.868
22:52:18:492,0.8531,0.0921,-0.0781,0.865
22:52:18:494,0.8517,0.1112,-0.0708,0.866
22:52:18:496,0.8553,0.1297,-0.0679,0.873
22:52:18:498,0.8634,0.1476,-0.0713,0.885
22:52:18:501,0.8746,0.1656,-0.0798,0.901
22:52:18:502,0.8893,0.1845,-0.0903,0.921
22:52:18:505,0.9049,0.2028,-0.0996,0.941
22:52:18:506,0.9213,0.2196,-0.1138,0.963
22:52:18:508,0.9391,0.2362,-0.1306,0.986
22:52:18:510,0.9604,0.2516,-0.1424,1.012
22:52:18:515,0.9821,0.2663,-0.1517,1.038
22:52:18:517,1.0026,0.2805,-0.1609,1.063
22:52:18:518,1.0232,0.2932,-0.1702,1.088
22:52:18:520,1.0425,0.3054,-0.1827,1.112
22:52:18:521,1.0598,0.3171,-0.1954,1.134
22:52:18:522,1.0752,0.3281,-0.2049,1.153
22:52:18:525,1.0908,0.3379,-0.2130,1.172
22:52:18:526,1.1067,0.3462,-0.2196,1.191
22:52:18:528,1.1214,0.3533,-0.2254,1.208
22:52:18:530,1.1338,0.3616,-0.2284,1.222
22:52:18:539,1.1429,0.3694,-0.2245,1.233
22:52:18:541,1.1468,0.3765,-0.2140,1.237
22:52:18:543,1.1460,0.3833,-0.2008,1.237
22:52:18:544,1.1407,0.3894,-0.1893,1.232
22:52:18:545,1.1306,0.3943,-0.1805,1.224
22:52:18:548,1.1162,0.3975,-0.1771,1.211
22:52:18:549,1.1004,0.3994,-0.1785,1.197
22:52:18:551,1.0840,0.4002,-0.1812,1.183
22:52:18:553,1.0684,0.3994,-0.1844,1.169
22:52:18:555,1.0525,0.3987,-0.1895,1.155
22:52:18:556,1.0359,0.3982,-0.1971,1.141
22:52:18:558,1.0192,0.3960,-0.2061,1.126
22:52:18:560,1.0009,0.3931,-0.2164,1.110
22:52:18:561,0.9826,0.3882,-0.2286,1.094
22:52:18:563,0.9635,0.3826,-0.2413,1.078
22:52:18:564,0.9452,0.3762,-0.2548,1.062
22:52:18:565,0.9264,0.3689,-0.2687,1.045
22:52:18:567,0.9083,0.3611,-0.2814,1.029
22:52:18:568,0.8922,0.3520,-0.2924,1.014
22:52:18:572,0.8778,0.3423,-0.3031,1.001
22:52:18:573,0.8644,0.3327,-0.3161,0.989
22:52:18:576,0.8531,0.3232,-0.3280,0.979
22:52:18:577,0.8453,0.3125,-0.3376,0.972
22:52:18:578,0.8380,0.3029,-0.3466,0.965
22:52:18:580,0.8287,0.2934,-0.3571,0.957
22:52:18:582,0.8204,0.2824,-0.3681,0.950
22:52:18:585,0.8140,0.2707,-0.3779,0.944
22:52:18:586,0.8096,0.2585,-0.3874,0.940
22:52:18:588,0.8050,0.2463,-0.3972,0.936
22:52:18:590,0.8016,0.2340,-0.4060,0.933
22:52:18:592,0.7994,0.2213,-0.4126,0.930
22:52:18:594,0.7996,0.2089,-0.4175,0.929
22:52:18:596,0.8008,0.1969,-0.4199,0.928
22:52:18:598,0.8011,0.1845,-0.4221,0.925
22:52:18:600,0.7994,0.1717,-0.4238,0.922
22:52:18:602,0.7986,0.1598,-0.4238,0.918
22:52:18:605,0.8003,0.1485,-0.4241,0.917
22:52:18:607,0.7999,0.1375,-0.4224,0.914
22:52:18:608,0.7974,0.1266,-0.4187,0.908
22:52:18:610,0.7974,0.1148,-0.4143,0.904
22:52:18:612,0.7974,0.1041,-0.4084,0.899
22:52:18:614,0.7967,0.0938,-0.4023,0.894
22:52:18:616,0.7962,0.0845,-0.3969,0.890
22:52:18:618,0.7957,0.0755,-0.3918,0.886
22:52:18:620,0.7952,0.0667,-0.3855,0.882
22:52:18:622,0.7957,0.0577,-0.3781,0.878
22:52:18:624,0.7972,0.0503,-0.3730,0.877
22:52:18:626,0.7981,0.0469,-0.3703,0.876
22:52:18:628,0.7991,0.0403,-0.3637,0.874
22:52:18:630,0.7991,0.0347,-0.3542,0.869
22:52:18:631,0.7979,0.0293,-0.3449,0.864
22:52:18:635,0.7959,0.0227,-0.3366,0.859
22:52:18:639,0.7955,0.0169,-0.3293,0.855
22:52:18:639,0.7947,0.0132,-0.3229,0.852
22:52:18:640,0.7940,0.0100,-0.3151,0.848
22:52:18:643,0.7933,0.0064,-0.3075,0.845
22:52:18:643,0.7928,0.0027,-0.3014,0.842
22:52:18:645,0.7911,-0.0002,-0.2956,0.838
22:52:18:654,0.7894,-0.0027,-0.2894,0.834
22:52:18:655,0.7876,-0.0051,-0.2826,0.830
22:52:18:655,0.7869,-0.0068,-0.2745,0.827
22:52:18:656,0.7867,-0.0071,-0.2670,0.824
22:52:18:656,0.7879,-0.0071,-0.2587,0.823
22:52:18:658,0.7894,-0.0064,-0.2508,0.822
22:52:18:660,0.7911,-0.0061,-0.2433,0.822
22:52:18:662,0.7928,-0.0061,-0.2357,0.822
22:52:18:664,0.7950,-0.0056,-0.2284,0.822
22:52:18:665,0.7977,-0.0032,-0.2210,0.823
22:52:18:670,0.8021,-0.0002,-0.2142,0.825
22:52:18:671,0.8089,0.0024,-0.2079,0.831
22:52:18:672,0.8165,0.0054,-0.2015,0.837
22:52:18:674,0.8233,0.0100,-0.1939,0.842
22:52:18:676,0.8321,0.0139,-0.1927,0.851
22:52:18:678,0.8392,0.0171,-0.1964,0.859
22:52:18:680,0.8436,0.0205,-0.1998,0.864
22:52:18:681,0.8480,0.0244,-0.2030,0.869
22:52:18:684,0.8524,0.0286,-0.2064,0.875
22:52:18:686,0.8558,0.0327,-0.2113,0.879
22:52:18:687,0.8580,0.0369,-0.2169,0.883
22:52:18:689,0.8592,0.0406,-0.2232,0.886
22:52:18:692,0.8607,0.0450,-0.2311,0.890
22:52:18:694,0.8597,0.0503,-0.2359,0.891
22:52:18:696,0.8614,0.0562,-0.2440,0.895
22:52:18:698,0.8661,0.0591,-0.2606,0.904
22:52:18:700,0.8670,0.0623,-0.2765,0.910
22:52:18:702,0.8678,0.0669,-0.2912,0.915
22:52:18:704,0.8668,0.0708,-0.3058,0.919
22:52:18:706,0.8624,0.0760,-0.3173,0.920
22:52:18:708,0.8575,0.0823,-0.3273,0.919
22:52:18:710,0.8558,0.0877,-0.3376,0.922
22:52:18:712,0.8529,0.0926,-0.3488,0.924
22:52:18:714,0.8480,0.0977,-0.3586,0.924
22:52:18:716,0.8436,0.1046,-0.3647,0.923
22:52:18:718,0.8421,0.1119,-0.3674,0.924
22:52:18:720,0.8404,0.1175,-0.3730,0.926
22:52:18:722,0.8348,0.1229,-0.3776,0.923
22:52:18:724,0.8287,0.1287,-0.3820,0.921
22:52:18:726,0.8218,0.1346,-0.3855,0.917
22:52:18:728,0.8148,0.1407,-0.3867,0.913
22:52:18:730,0.8094,0.1468,-0.3874,0.909
22:52:18:732,0.8043,0.1527,-0.3899,0.907
22:52:18:738,0.7977,0.1588,-0.3908,0.903
22:52:18:740,0.7911,0.1649,-0.3933,0.900
22:52:18:740,0.7847,0.1708,-0.3950,0.896
22:52:18:741,0.7784,0.1752,-0.3969,0.893
22:52:18:742,0.7708,0.1805,-0.3987,0.888
22:52:18:744,0.7620,0.1864,-0.4009,0.883
22:52:18:745,0.7530,0.1910,-0.4060,0.879
22:52:18:748,0.7439,0.1957,-0.4109,0.875
22:52:18:766,0.7356,0.1998,-0.4145,0.870
22:52:18:768,0.7290,0.2047,-0.4184,0.868
22:52:18:769,0.7239,0.2091,-0.4219,0.867
22:52:18:770,0.7205,0.2125,-0.4231,0.865
22:52:18:771,0.7151,0.2147,-0.4250,0.862
22:52:18:772,0.7075,0.2184,-0.4326,0.861
22:52:18:772,0.6992,0.2231,-0.4417,0.860
22:52:18:773,0.6919,0.2274,-0.4492,0.859
22:52:18:774,0.6858,0.2318,-0.4531,0.858
22:52:18:775,0.6801,0.2355,-0.4556,0.856
22:52:18:776,0.6748,0.2387,-0.4578,0.854
22:52:18:777,0.6694,0.2414,-0.4602,0.852
22:52:18:779,0.6648,0.2443,-0.4634,0.851
22:52:18:779,0.6599,0.2467,-0.4661,0.849
22:52:18:780,0.6557,0.2492,-0.4683,0.848
22:52:18:782,0.6545,0.2504,-0.4697,0.848
22:52:18:783,0.6557,0.2504,-0.4688,0.849
22:52:18:784,0.6584,0.2485,-0.4671,0.849
22:52:18:786,0.6621,0.2455,-0.4646,0.850
22:52:18:788,0.6660,0.2411,-0.4612,0.849
22:52:18:790,0.6714,0.2355,-0.4575,0.850
22:52:18:792,0.6777,0.2296,-0.4541,0.851
22:52:18:794,0.6843,0.2238,-0.4507,0.853
22:52:18:796,0.6924,0.2169,-0.4463,0.855
22:52:18:798,0.7012,0.2099,-0.4417,0.858
22:52:18:800,0.7095,0.2038,-0.4373,0.860
22:52:18:802,0.7180,0.1972,-0.4341,0.864
22:52:18:804,0.7256,0.1913,-0.4329,0.868
22:52:18:806,0.7339,0.1852,-0.4336,0.874
22:52:18:808,0.7417,0.1793,-0.4355,0.880
22:52:18:810,0.7481,0.1727,-0.4385,0.885
22:52:18:812,0.7537,0.1673,-0.4434,0.890
22:52:18:814,0.7593,0.1622,-0.4485,0.896
22:52:18:816,0.7639,0.1564,-0.4544,0.902
22:52:18:819,0.7693,0.1507,-0.4612,0.908
22:52:18:820,0.7742,0.1461,-0.4675,0.915
22:52:18:822,0.7776,0.1407,-0.4724,0.919
22:52:18:823,0.7810,0.1339,-0.4751,0.922
22:52:18:825,0.7850,0.1263,-0.4761,0.924
22:52:18:828,0.7876,0.1190,-0.4778,0.926
22:52:18:829,0.7896,0.1124,-0.4810,0.928
22:52:18:832,0.7916,0.1058,-0.4859,0.931
22:52:18:837,0.7930,0.0989,-0.4917,0.934
22:52:18:838,0.7940,0.0923,-0.4969,0.936
22:52:18:839,0.7955,0.0848,-0.5018,0.939
22:52:18:840,0.7959,0.0777,-0.5071,0.941
22:52:18:842,0.7945,0.0706,-0.5120,0.942
22:52:18:844,0.7938,0.0630,-0.5159,0.942
22:52:18:845,0.7942,0.0555,-0.5179,0.943
22:52:18:848,0.7938,0.0474,-0.5189,0.942
22:52:18:849,0.7918,0.0403,-0.5198,0.940
22:52:18:867,0.7889,0.0330,-0.5223,0.938
22:52:18:869,0.7862,0.0257,-0.5254,0.937
22:52:18:871,0.7837,0.0181,-0.5286,0.936
22:52:18:871,0.7796,0.0090,-0.5306,0.933
22:52:18:872,0.7745,0.0005,-0.5316,0.929
22:52:18:873,0.7723,-0.0039,-0.5330,0.928
22:52:18:873,0.7666,-0.0129,-0.5386,0.926
22:52:18:874,0.7598,-0.0220,-0.5472,0.925
22:52:18:875,0.7569,-0.0315,-0.5557,0.927
22:52:18:876,0.7608,-0.0401,-0.5626,0.934
22:52:18:877,0.7683,-0.0472,-0.5682,0.943
22:52:18:877,0.7754,-0.0523,-0.5748,0.953
22:52:18:878,0.7796,-0.0555,-0.5809,0.960
22:52:18:879,0.7830,-0.0574,-0.5851,0.965
22:52:18:879,0.7859,-0.0579,-0.5875,0.969
22:52:18:882,0.7898,-0.0562,-0.5887,0.973
22:52:18:883,0.7947,-0.0530,-0.5909,0.978
22:52:18:886,0.8011,-0.0484,-0.5924,0.984
22:52:18:888,0.8111,-0.0425,-0.5931,0.993
22:52:18:889,0.8231,-0.0354,-0.5946,1.003
22:52:18:892,0.8370,-0.0276,-0.5965,1.016
22:52:18:894,0.8517,-0.0193,-0.5995,1.030
22:52:18:896,0.8668,-0.0083,-0.6036,1.045
22:52:18:897,0.8802,0.0044,-0.6073,1.059
22:52:18:900,0.8946,0.0169,-0.6107,1.074
22:52:18:901,0.9120,0.0288,-0.6132,1.090
22:52:18:904,0.9320,0.0413,-0.6136,1.108
22:52:18:906,0.9518,0.0545,-0.6146,1.127
22:52:18:908,0.9719,0.0667,-0.6154,1.145
22:52:18:909,0.9921,0.0787,-0.6166,1.164
22:52:18:912,1.0126,0.0901,-0.6173,1.183
22:52:18:914,1.0329,0.1014,-0.6156,1.201
22:52:18:916,1.0510,0.1109,-0.6119,1.216
22:52:18:919,1.0662,0.1192,-0.6063,1.228
22:52:18:921,1.0784,0.1261,-0.6000,1.236
22:52:18:923,1.0889,0.1322,-0.5931,1.243
22:52:18:924,1.0972,0.1380,-0.5843,1.247
22:52:18:926,1.1038,0.1427,-0.5741,1.249
22:52:18:927,1.1072,0.1444,-0.5645,1.248
22:52:18:929,1.1084,0.1439,-0.5579,1.246
22:52:18:932,1.1072,0.1432,-0.5528,1.243
22:52:18:934,1.1028,0.1412,-0.5489,1.237
22:52:18:941,1.0952,0.1383,-0.5460,1.229
22:52:18:943,1.0845,0.1341,-0.5450,1.218
22:52:18:944,1.0688,0.1300,-0.5474,1.204
22:52:18:945,1.0503,0.1253,-0.5540,1.190
22:52:18:946,1.0310,0.1212,-0.5631,1.177
22:52:18:947,1.0119,0.1168,-0.5738,1.165
22:52:18:948,0.9907,0.1114,-0.5880,1.153
22:52:18:950,0.9684,0.1058,-0.6061,1.142
22:52:18:973,0.9464,0.0994,-0.6266,1.133
22:52:18:975,0.9252,0.0914,-0.6481,1.127
22:52:18:976,0.9047,0.0833,-0.6708,1.122
22:52:18:977,0.8859,0.0740,-0.6950,1.120
22:52:18:977,0.8675,0.0643,-0.7209,1.121
22:52:18:978,0.8502,0.0547,-0.7483,1.124
22:52:18:979,0.8353,0.0450,-0.7756,1.130
22:52:18:980,0.8238,0.0330,-0.8025,1.139
22:52:18:981,0.8128,0.0210,-0.8264,1.147
22:52:18:982,0.8030,0.0081,-0.8479,1.155
22:52:18:983,0.7950,-0.0046,-0.8675,1.163
